Order ID,Order Date,Origin Port,Carrier,TPT,Service Level,Ship ahead day count,Ship Late Day count,Customer,Product ID,Plant Code,Destination Port,Unit quantity,Weight
1447157118,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1699336,PLANT16,PORT09,889,107.88
1447398413,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1702652,PLANT16,PORT09,1793,216.57
1447377319,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1702652,PLANT16,PORT09,491,27.81
1447257239,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1699337,PLANT16,PORT09,1044,112.6
1447368959,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1702653,PLANT16,PORT09,447,32.9
1447308591,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1699336,PLANT16,PORT09,328,13.36
1447398479,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1702652,PLANT16,PORT09,973,106.88
1447377316,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1702652,PLANT16,PORT09,1179,129.14
1447365993,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1702653,PLANT16,PORT09,814,74.25
1447223051,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1699336,PLANT16,PORT09,1464,171.22
1447260686,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1699337,PLANT16,PORT09,347,6.18
1447299202,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1699336,PLANT16,PORT09,771,77.25
1447330061,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1702652,PLANT16,PORT09,469,27.9
1447260670,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1699336,PLANT16,PORT09,382,15.45
1447157119,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1699337,PLANT16,PORT09,507,43.17
1447205082,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1699336,PLANT16,PORT09,419,16.45
1447398412,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1702654,PLANT16,PORT09,452,33.9
1447257238,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1699336,PLANT16,PORT09,486,24.72
1447241003,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1699336,PLANT16,PORT09,729,60.8
1447398481,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1702652,PLANT16,PORT09,366,19.54
1447398420,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1702653,PLANT16,PORT09,539,43.26
1447308592,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1699337,PLANT16,PORT09,304,9.27
1447241005,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1699337,PLANT16,PORT09,544,46.35
1447191288,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1699337,PLANT16,PORT09,679,65.8
1447232831,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1699336,PLANT16,PORT09,868,101.7
1447377317,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1702654,PLANT16,PORT09,672,66.8
1447211552,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1699336,PLANT16,PORT09,890,84.7
1447257266,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1699336,PLANT16,PORT09,801,78.34
1447365979,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1702652,PLANT16,PORT09,605,46.35
1447299203,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1699337,PLANT16,PORT09,897,89.7
1447257425,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1697883,PLANT16,PORT09,840,83.4
1447260633,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1697883,PLANT16,PORT09,631,50.68
1447296448,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,PORT09,1287,15.4
1447363577,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,PORT09,3308,48.2
1447320237,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,PORT09,2233,31.26
1447202431,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,PORT09,1276,16.4
1447211553,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,PORT09,1325,14.4
1447219352,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,PORT09,735,7.7
1447320235,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,PORT09,1294,16.4
1447158020,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,PORT09,696,6.16
1447260609,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,PORT09,3333,42.2
1447158014,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,PORT09,2928,38.04
1447191275,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,PORT09,1279,14.4
1447170786,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,PORT09,1320,16.4
1447138897,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,PORT09,2285,32.8
1447240999,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,PORT09,1819,23.1
1447320234,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,PORT09,339,1.54
1447351442,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,PORT09,4302,66.6
1447381680,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,PORT09,3322,42.2
1447178728,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,PORT09,781,7.7
1447398417,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,PORT09,3266,43.2
1447191280,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,2716,457.16
1447308639,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,PORT09,1498,245.08
1447155061,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,PORT09,617,54.52
1447155063,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,PORT09,898,113.04
1447260619,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,PORT09,555,56.52
1447398415,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,4377,820.44
1447191291,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,540,60.52
1447202234,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,887,121.04
1447260620,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,PORT09,1803,302.6
1447143192,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,936,144.88
1447241008,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,2040,368.12
1447155059,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,PORT09,3003,498.68
1447232834,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,2095,384.12
1447178730,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,PORT09,2034,337.12
1447308638,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,PORT09,973,136.88
1447143211,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,529,37.68
1447254054,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,PORT09,2992,525.68
1447170787,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,PORT09,2066,369.12
1447219267,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,PORT09,3914,644.24
1447296452,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,1222,164.56
1447232836,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,PORT09,3876,717.24
1447138895,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,2079,345.12
1447178731,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,1136,184.56
1447138905,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,PORT09,3931,777.24
1447211523,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,PORT09,2393,434.64
1447364332,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,1655,257.76
1447260626,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,2078,345.12
1447398418,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,946,148.88
1447308588,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,2120,335.12
1447202440,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,1230,195.56
1447351443,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,2115,344.12
1447158021,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,PORT09,2045,346.12
1447316598,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,935,134.88
1447155064,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,2943,540.68
1447329979,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,2936,567.68
1447191278,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,PORT09,2985,484.68
1447373139,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,2938,521.68
1447363982,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,716,83.36
1447211524,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,PORT09,4464,813.28
1447202439,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,PORT09,2109,331.12
1447241230,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,PORT09,2978,504.68
1447143197,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,PORT09,2100,333.12
1447158022,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,2066,341.12
1447170790,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,2972,508.68
1447254059,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,2069,348.12
1447316597,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,2233,404.8
1447381636,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,2088,353.12
1447178729,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1696798,PLANT16,PORT09,2665,417.92
1447202433,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1696798,PLANT16,PORT09,1961,308.36
1447138903,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1696798,PLANT16,PORT09,2974,524.16
1447296449,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1696798,PLANT16,PORT09,2322,397.6
1447296451,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1696798,PLANT16,PORT09,950,132.56
1447358736,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1696798,PLANT16,PORT09,1942,292.36
1447202425,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1696798,PLANT16,PORT09,352,19.08
1447143196,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1696798,PLANT16,PORT09,1208,176.72
1447202193,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1696798,PLANT16,PORT09,2117,293.44
1447211522,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1696798,PLANT16,PORT09,2087,341.44
1447158025,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1696798,PLANT16,PORT09,3927,608.88
1447352432,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1696798,PLANT16,PORT09,4090,641.04
1447155058,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1696798,PLANT16,PORT09,3851,704.88
1447170794,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1696798,PLANT16,PORT09,3927,619.88
1447191283,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1696798,PLANT16,PORT09,3845,676.88
1447306623,2013-05-26,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699333,PLANT03,PORT09,1529,3.008251427
1447306542,2013-05-26,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699268,PLANT03,PORT09,1495,2.653359699
1447392841,2013-05-26,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699268,PLANT03,PORT09,899,1.326679849
1447306544,2013-05-26,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699268,PLANT03,PORT09,1437,2.653359699
1447189596,2013-05-26,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699584,PLANT03,PORT09,1914,5.94
1447189595,2013-05-26,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699584,PLANT03,PORT09,1956,5.94
1447189594,2013-05-26,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699584,PLANT03,PORT09,1964,5.94
1447405924,2013-05-26,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699584,PLANT03,PORT09,1961,5.94
1447306545,2013-05-26,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699584,PLANT03,PORT09,3624,11.82
1447182455,2013-05-26,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699562,PLANT03,PORT09,4802,8.892328134
1447320770,2013-05-26,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699562,PLANT03,PORT09,4871,8.892328134
1447317000,2013-05-26,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699562,PLANT03,PORT09,1768,2.964109378
1447320724,2013-05-26,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699564,PLANT03,PORT09,10054,8.931931144
1447306568,2013-05-26,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699564,PLANT03,PORT09,14988,13.39789672
1447306638,2013-05-26,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699564,PLANT03,PORT09,10079,8.931931144
1447399897,2013-05-26,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699561,PLANT03,PORT09,12802,10.8954652
1447306541,2013-05-26,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699561,PLANT03,PORT09,5308,4.35818608
1447306622,2013-05-26,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699561,PLANT03,PORT09,10309,8.716372159
1447320842,2013-05-26,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699561,PLANT03,PORT09,10235,8.716372159
1447399895,2013-05-26,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699561,PLANT03,PORT09,10295,8.716372159
1447320824,2013-05-26,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699793,PLANT03,PORT09,1910,5.92
1447418501,2013-05-26,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1700980,PLANT03,PORT09,2840,5.76
1447379298,2013-05-26,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699792,PLANT03,PORT09,12737,9.302254114
1447269469,2013-05-26,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699792,PLANT03,PORT09,42789,28.62766399
1447379326,2013-05-26,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699792,PLANT03,PORT09,7821,5.581352469
1447269471,2013-05-26,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699792,PLANT03,PORT09,20304,13.88360658
1447182454,2013-05-26,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699792,PLANT03,PORT09,15243,11.16270494
1447379202,2013-05-26,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699792,PLANT03,PORT09,10279,7.441803291
1447344846,2013-05-26,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699314,PLANT03,PORT09,1156,6.446666667
1447412853,2013-05-26,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699314,PLANT03,PORT09,1233,6.44
1447313127,2013-05-26,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699314,PLANT03,PORT09,1196,6.4
1447320656,2013-05-26,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699315,PLANT03,PORT09,19176,51.97976608
1447269470,2013-05-26,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699315,PLANT03,PORT09,5648,16.7085046
1447182459,2013-05-26,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699312,PLANT03,PORT09,3905,9.471312
1447182461,2013-05-26,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699795,PLANT03,PORT09,6662,13.33134639
1447410409,2013-05-26,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699795,PLANT03,PORT09,13116,30.66269278
1447306546,2013-05-26,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699795,PLANT03,PORT09,1847,3.582836597
1447403804,2013-05-26,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699795,PLANT03,PORT09,6694,13.33134639
1447392327,2013-05-26,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699795,PLANT03,PORT09,3505,7.165673194
1447392329,2013-05-26,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699795,PLANT03,PORT09,6652,14.33134639
1447392328,2013-05-26,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699795,PLANT03,PORT09,5125,10.74850979
1447320843,2013-05-26,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699797,PLANT03,PORT09,5966,8.199930523
1447379299,2013-05-26,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699797,PLANT03,PORT09,4060,5.466620348
1447399896,2013-05-26,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699797,PLANT03,PORT09,11655,17.39986105
1447355126,2013-05-26,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699797,PLANT03,PORT09,6010,8.199930523
1447379325,2013-05-26,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699797,PLANT03,PORT09,7920,11.9332407
1447182475,2013-05-26,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699371,PLANT03,PORT09,6005,5.8977068
1447182479,2013-05-26,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699371,PLANT03,PORT09,2249,1.965902267
1447320825,2013-05-26,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699836,PLANT03,PORT09,12243,118.74
1447405963,2013-05-26,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699836,PLANT03,PORT09,3864,33.86
1447320802,2013-05-26,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699329,PLANT03,PORT09,8665,45.19328472
1447306593,2013-05-26,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699329,PLANT03,PORT09,858,3.156663194
1447306625,2013-05-26,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699329,PLANT03,PORT09,2677,13.62665278
1447405948,2013-05-26,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699329,PLANT03,PORT09,854,3.156663194
1447182482,2013-05-26,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699327,PLANT03,PORT09,926,2.697477693
1447405955,2013-05-26,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699623,PLANT03,PORT09,10531,39.18065154
1447325922,2013-05-26,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699625,PLANT03,PORT09,12240,46.29109617
1447182469,2013-05-26,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699625,PLANT03,PORT09,840,2.114554808
1447392876,2013-05-26,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699625,PLANT03,PORT09,9288,34.71832212
1447325914,2013-05-26,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699625,PLANT03,PORT09,844,2.114554808
1447325916,2013-05-26,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699625,PLANT03,PORT09,15926,56.97842501
1447269587,2013-05-26,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699248,PLANT03,PORT09,1445,3.987005723
1447182481,2013-05-26,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699248,PLANT03,PORT09,3291,9.967514308
1447406047,2013-05-26,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699248,PLANT03,PORT09,3250,9.967514308
1447242979,2013-05-26,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699416,PLANT03,PORT09,4500,12.79197484
1447340138,2013-05-26,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699416,PLANT03,PORT09,5049,15.76225696
1447252497,2013-05-26,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699416,PLANT03,PORT09,2682,7.88112848
1447340137,2013-05-26,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699416,PLANT03,PORT09,5088,15.76225696
1447182464,2013-05-26,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699418,PLANT03,PORT09,14093,48.30336532
1447405956,2013-05-26,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699418,PLANT03,PORT09,890,1.926233275
1447405946,2013-05-26,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699419,PLANT03,PORT09,5092,13.15486052
1447365155,2013-05-26,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699419,PLANT03,PORT09,2708,7.077430258
1447405962,2013-05-26,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699419,PLANT03,PORT09,7494,23.23229077
1447316993,2013-05-26,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699419,PLANT03,PORT09,2704,7.077430258
1447340136,2013-05-26,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699419,PLANT03,PORT09,9853,29.30972103
1447331106,2013-05-26,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699419,PLANT03,PORT09,12895,39.15650885
1447182477,2013-05-26,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699419,PLANT03,PORT09,5075,15.15486052
1447325827,2013-05-26,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699419,PLANT03,PORT09,897,1.769357565
1447325826,2013-05-26,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699419,PLANT03,PORT09,2700,7.077430258
1447320841,2013-05-26,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699417,PLANT03,PORT09,10274,22.58849844
1447399894,2013-05-26,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699417,PLANT03,PORT09,10333,21.58849844
1447405987,2013-05-26,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699417,PLANT03,PORT09,7282,16.51194891
1447320771,2013-05-26,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699417,PLANT03,PORT09,4314,9.435399377
1447182456,2013-05-26,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699417,PLANT03,PORT09,5323,12.79424922
1447320772,2013-05-26,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699417,PLANT03,PORT09,3318,7.076549533
